cohort,cohort_first_order_in_homes,first_month,commitment,non_commitment,price_bucket_0_60,price_bucket_61_97,price_bucket_90_inf,known_price_commitment,unknown_price_commitment
60,2/26/18,2,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
61,3/5/18,3,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
62,3/12/18,3,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
63,3/19/18,3,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
64,3/26/18,3,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
65,4/2/18,4,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
66,4/9/18,4,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
67,4/16/18,4,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
68,4/23/18,4,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
69,4/30/18,4,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
70,5/7/18,5,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
71,5/14/18,5,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
72,5/21/18,5,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
73,5/28/18,5,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
74,6/4/18,6,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
75,6/11/18,6,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
76,6/18/18,6,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
77,6/25/18,6,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
79,7/9/18,7,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
80,7/16/18,7,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
81,7/23/18,7,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
82,7/30/18,7,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
83,8/6/18,8,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
84,8/13/18,8,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
85,8/20/18,8,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
86,8/27/18,8,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
87,9/3/18,9,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
88,9/10/18,9,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
89,9/17/18,9,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
90,9/24/18,9,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
91,10/1/18,10,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
92,10/8/18,10,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
93,10/15/18,10,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
94,10/22/18,10,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
95,10/29/18,10,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
96,11/5/18,11,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
97,11/12/18,11,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
98,11/19/18,11,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
99,11/26/18,11,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
100,12/3/18,12,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
101,12/10/18,12,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
102,12/17/18,12,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
103,12/24/18,12,0.90000000000000,0.10000000000000,0.33000000000000,0.33000000000000,0.34000000000000,0.99000000000000,0.01000000000000
